asu_id,first_name,last_name,email,student_salary_monthly,total_student_debt,interest_rate,repayment_period_years,monthly_emi,loan_start_date,payments_made,remaining_balance,years_remaining,annual_salary,monthly_salary_gross,monthly_salary_net,debt_to_income_ratio,repayment_status,retirement_contribution_pct,monthly_401k_contribution
ASU00000150,Jessica,Martinez,employee150@asu.edu,800.0,64800,5.28,15,521.94,2020-05-15,65,42748.04,9.6,67000,5583.33,4187.5,12.46,Moderate Burden,6.5,362.92
ASU00000151,Michael,Smith,employee151@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,79000,6583.33,4937.5,0.0,No Debt,14.6,961.17
ASU00000152,Michael,Taylor,employee152@asu.edu,800.0,30000,6.54,15,261.99,2024-06-14,15,27445.6,13.8,35000,2916.67,2187.5,11.98,Moderate Burden,4.1,119.58
ASU00000153,John,Brown,employee153@asu.edu,800.0,30000,6.08,10,334.27,2018-06-10,89,10662.48,2.6,35000,2916.67,2187.5,15.28,High Burden,4.6,134.17
ASU00000154,James,Davis,employee154@asu.edu,1000.0,54900,4.99,10,582.03,2020-03-04,68,29174.27,4.3,35000,2916.67,2187.5,26.61,High Burden,3.2,93.33
ASU00000155,David,Jones,employee155@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.9,201.25
ASU00000156,Maria,Johnson,employee156@asu.edu,800.0,59100,6.08,15,501.28,2020-10-22,60,39550.08,10.0,40000,3333.33,2500.0,20.05,High Burden,1.9,63.33
ASU00000157,Daniel,Garcia,employee157@asu.edu,800.0,69100,6.08,20,498.25,2024-03-14,19,62946.61,18.4,35000,2916.67,2187.5,22.78,High Burden,0.1,2.92
ASU00000158,Maria,Jones,employee158@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,113000,9416.67,7062.5,0.0,No Debt,12.5,1177.08
ASU00000159,Robert,Johnson,employee159@asu.edu,800.0,30000,5.28,10,322.32,2018-05-01,90,11144.28,2.5,63000,5250.0,3937.5,8.19,Moderate Burden,5.1,267.75
ASU00000160,Lisa,Thomas,employee160@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,42000,3500.0,2625.0,0.0,No Debt,11.5,402.5
ASU00000161,Daniel,Moore,employee161@asu.edu,800.0,41900,6.08,15,355.39,2024-06-17,15,38434.95,13.8,52000,4333.33,3250.0,10.94,Moderate Burden,7.3,316.33
ASU00000162,Robert,Anderson,employee162@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,45000,3750.0,2812.5,0.0,No Debt,7.0,262.5
ASU00000163,Jessica,Anderson,employee163@asu.edu,800.0,49000,5.28,15,394.67,2020-10-27,60,33607.87,10.0,44000,3666.67,2750.0,14.35,Moderate Burden,3.4,124.67
ASU00000164,Lisa,Anderson,employee164@asu.edu,800.0,49400,5.5,15,403.64,2019-08-12,74,29984.92,8.8,63000,5250.0,3937.5,10.25,Moderate Burden,3.6,189.0
ASU00000165,Jane,Williams,employee165@asu.edu,1000.0,30000,4.99,10,318.05,2024-04-05,18,26278.82,8.5,35000,2916.67,2187.5,14.54,Moderate Burden,7.5,218.75
ASU00000166,John,Jackson,employee166@asu.edu,800.0,30000,5.5,10,325.58,2019-12-08,70,15186.11,4.2,58000,4833.33,3625.0,8.98,Moderate Burden,6.3,304.5
ASU00000167,Amanda,Rodriguez,employee167@asu.edu,1500.0,43800,4.99,15,346.14,2022-04-20,42,34350.38,11.5,48000,4000.0,3000.0,11.54,Moderate Burden,9.8,392.0
ASU00000168,Daniel,Miller,employee168@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,48000,4000.0,3000.0,0.0,No Debt,8.9,356.0
ASU00000169,Daniel,Miller,employee169@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,91000,7583.33,5687.5,0.0,No Debt,7.6,576.33
ASU00000170,Jennifer,Jackson,employee170@asu.edu,800.0,30000,6.54,15,261.99,2024-02-29,19,26764.42,13.4,35000,2916.67,2187.5,11.98,Moderate Burden,6.4,186.67
ASU00000171,Jessica,Anderson,employee171@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,12.6,367.5
ASU00000172,David,Garcia,employee172@asu.edu,800.0,48300,6.08,10,538.17,2020-09-30,61,26961.56,4.9,35000,2916.67,2187.5,24.6,High Burden,2.9,84.58
ASU00000173,Michael,Davis,employee173@asu.edu,800.0,38000,7.05,10,442.19,2016-01-14,118,4084.03,0.2,55000,4583.33,3437.5,12.86,Moderate Burden,9.5,435.42
ASU00000174,Lisa,Brown,employee174@asu.edu,1200.0,108300,6.08,20,780.9,2021-10-09,48,83935.92,16.0,60000,5000.0,3750.0,20.82,High Burden,3.4,170.0
ASU00000175,Jessica,Davis,employee175@asu.edu,1600.0,80500,4.99,15,636.17,2016-09-13,110,35013.84,5.8,42000,3500.0,2625.0,24.24,High Burden,3.9,136.5
ASU00000176,Emily,Brown,employee176@asu.edu,800.0,51300,6.08,10,571.6,2016-03-01,116,8201.36,0.3,50000,4166.67,3125.0,18.29,High Burden,1.6,66.67
ASU00000177,James,Davis,employee177@asu.edu,800.0,60700,7.05,10,706.34,2017-06-16,101,14328.78,1.6,48000,4000.0,3000.0,23.54,High Burden,2.8,112.0
ASU00000178,Michael,Rodriguez,employee178@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,13.3,387.92
ASU00000179,John,Williams,employee179@asu.edu,800.0,53300,5.28,15,429.31,2017-12-28,94,27069.16,7.2,45000,3750.0,2812.5,15.26,High Burden,4.5,168.75
ASU00000180,Michael,Williams,employee180@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,45000,3750.0,2812.5,0.0,No Debt,10.0,375.0
ASU00000181,David,Anderson,employee181@asu.edu,800.0,41400,5.28,10,444.8,2017-05-25,101,12198.88,1.6,47000,3916.67,2937.5,15.14,High Burden,1.9,74.42
ASU00000182,Matthew,Thomas,employee182@asu.edu,800.0,66100,4.99,20,435.87,2017-08-09,99,38051.77,11.8,50000,4166.67,3125.0,13.95,Moderate Burden,3.4,141.67
ASU00000183,Jennifer,Johnson,employee183@asu.edu,800.0,39000,6.08,10,434.55,2019-04-04,79,16685.86,3.4,35000,2916.67,2187.5,19.87,High Burden,3.1,90.42
ASU00000184,Michael,Thomas,employee184@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,12.3,358.75
ASU00000185,John,Martinez,employee185@asu.edu,1000.0,30000,6.54,10,341.25,2017-12-12,95,8927.81,2.1,76000,6333.33,4750.0,7.18,Manageable,14.0,886.67
ASU00000186,David,Williams,employee186@asu.edu,800.0,30000,7.05,10,349.1,2023-02-14,32,22738.72,7.3,57000,4750.0,3562.5,9.8,Moderate Burden,3.0,142.5
ASU00000187,Maria,Williams,employee187@asu.edu,800.0,71200,5.5,10,772.71,2021-08-03,50,46086.92,5.8,37000,3083.33,2312.5,33.41,High Burden,1.0,30.83
ASU00000188,Daniel,Jones,employee188@asu.edu,1000.0,58100,5.5,15,474.73,2023-05-22,28,49459.91,12.7,67000,5583.33,4187.5,11.34,Moderate Burden,5.3,295.92
ASU00000189,Matthew,Jones,employee189@asu.edu,1500.0,36000,5.28,15,289.96,2018-10-20,84,20168.18,8.0,36000,3000.0,2250.0,12.89,Moderate Burden,9.8,294.0
ASU00000190,Jennifer,Johnson,employee190@asu.edu,800.0,30000,6.54,10,341.25,2024-03-03,19,25785.56,8.4,49000,4083.33,3062.5,11.14,Moderate Burden,9.4,383.83
ASU00000191,Daniel,Taylor,employee191@asu.edu,1500.0,31100,7.05,10,361.9,2017-04-11,103,6870.8,1.4,35000,2916.67,2187.5,16.54,High Burden,0.5,14.58
ASU00000192,James,Martinez,employee192@asu.edu,1000.0,60100,4.99,15,474.95,2018-09-10,86,33550.3,7.8,39000,3250.0,2437.5,19.49,High Burden,2.1,68.25
ASU00000193,Robert,Thomas,employee193@asu.edu,800.0,58300,4.99,15,460.73,2020-08-30,62,39732.58,9.8,35000,2916.67,2187.5,21.06,High Burden,0.7,20.42
ASU00000194,Matthew,Garcia,employee194@asu.edu,800.0,30000,5.5,15,245.13,2023-02-03,32,24901.3,12.3,35000,2916.67,2187.5,11.21,Moderate Burden,9.3,271.25
ASU00000195,Matthew,Jones,employee195@asu.edu,800.0,53700,5.5,10,582.79,2016-06-11,113,10894.07,0.6,45000,3750.0,2812.5,20.72,High Burden,2.4,90.0
ASU00000196,Maria,Garcia,employee196@asu.edu,800.0,30000,6.08,15,254.46,2021-08-11,50,21730.05,10.8,45000,3750.0,2812.5,9.05,Moderate Burden,5.5,206.25
ASU00000197,Maria,Smith,employee197@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,12.2,355.83
ASU00000198,Lisa,Jones,employee198@asu.edu,800.0,30000,7.05,15,270.49,2024-08-11,14,27538.54,13.8,64000,5333.33,4000.0,6.76,Manageable,6.2,330.67
ASU00000199,Christopher,Rodriguez,employee199@asu.edu,1200.0,64900,5.5,10,704.34,2021-06-20,52,41093.31,5.7,80000,6666.67,5000.0,14.09,Moderate Burden,4.3,286.67
ASU00000200,Michael,Taylor,employee200@asu.edu,1600.0,31500,6.08,10,350.98,2024-02-04,20,26937.26,8.3,35000,2916.67,2187.5,16.04,High Burden,4.0,116.67
ASU00000201,Matthew,Martinez,employee201@asu.edu,800.0,77500,6.54,20,579.65,2024-05-16,16,71471.64,18.7,35000,2916.67,2187.5,26.5,High Burden,2.2,64.17
ASU00000202,Amanda,Moore,employee202@asu.edu,800.0,60000,7.05,20,466.98,2016-03-20,116,24789.71,10.3,51000,4250.0,3187.5,14.65,Moderate Burden,9.5,403.75
ASU00000203,Daniel,Johnson,employee203@asu.edu,1200.0,30000,4.99,10,318.05,2023-10-05,24,25038.42,8.0,51000,4250.0,3187.5,9.98,Moderate Burden,4.1,174.25
ASU00000204,John,Smith,employee204@asu.edu,1200.0,69500,6.08,15,589.49,2020-09-15,61,46126.72,9.9,38000,3166.67,2375.0,24.82,High Burden,4.0,126.67
ASU00000205,Sarah,Moore,employee205@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,58000,4833.33,3625.0,0.0,No Debt,9.2,444.67
ASU00000206,Christopher,Martinez,employee206@asu.edu,1000.0,30000,6.08,10,334.27,2018-07-25,87,11097.03,2.8,62000,5166.67,3875.0,8.63,Moderate Burden,7.6,392.67
ASU00000207,Amanda,Thomas,employee207@asu.edu,800.0,46200,5.5,10,501.39,2023-01-30,32,35771.09,7.3,47000,3916.67,2937.5,17.07,High Burden,3.9,152.75
ASU00000208,Sarah,Anderson,employee208@asu.edu,800.0,75800,5.28,20,512.05,2019-08-13,74,51170.4,13.8,35000,2916.67,2187.5,23.41,High Burden,3.8,110.83
ASU00000209,Jennifer,Rodriguez,employee209@asu.edu,800.0,52900,4.99,10,560.83,2015-12-06,119,9519.8,0.1,71000,5916.67,4437.5,12.64,Moderate Burden,9.3,550.25
ASU00000210,David,Martinez,employee210@asu.edu,800.0,30000,5.5,15,245.13,2020-06-01,65,19643.26,9.6,35000,2916.67,2187.5,11.21,Moderate Burden,9.5,277.08
ASU00000211,Daniel,Rodriguez,employee211@asu.edu,800.0,67300,5.5,20,462.95,2017-12-13,95,38712.84,12.1,37000,3083.33,2312.5,20.02,High Burden,1.8,55.5
ASU00000212,Daniel,Jackson,employee212@asu.edu,1000.0,30000,6.54,10,341.25,2016-11-09,108,6044.25,1.0,75000,6250.0,4687.5,7.28,Manageable,10.9,681.25
ASU00000213,Christopher,Rodriguez,employee213@asu.edu,1500.0,30000,6.08,10,334.27,2016-07-17,112,5665.14,0.7,37000,3083.33,2312.5,14.45,Moderate Burden,9.4,289.83
ASU00000214,Matthew,Garcia,employee214@asu.edu,800.0,30000,4.99,10,318.05,2022-11-08,35,22764.36,7.1,59000,4916.67,3687.5,8.63,Moderate Burden,3.6,177.0
ASU00000215,James,Jackson,employee215@asu.edu,800.0,60500,5.5,20,416.17,2022-05-15,41,49409.07,16.6,35000,2916.67,2187.5,19.02,High Burden,1.5,43.75
ASU00000216,Christopher,Davis,employee216@asu.edu,1000.0,30000,6.54,10,341.25,2020-02-25,68,14916.75,4.3,70000,5833.33,4375.0,7.8,Manageable,8.2,478.33
ASU00000217,Sarah,Moore,employee217@asu.edu,800.0,73400,4.99,15,580.06,2017-01-13,106,33433.87,6.2,61000,5083.33,3812.5,15.21,High Burden,2.8,142.33
ASU00000218,Christopher,Anderson,employee218@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,63000,5250.0,3937.5,0.0,No Debt,13.9,729.75
ASU00000219,Amanda,Jackson,employee219@asu.edu,1000.0,30000,5.5,15,245.13,2017-01-27,105,13269.88,6.2,44000,3666.67,2750.0,8.91,Moderate Burden,4.1,150.33
ASU00000220,Daniel,Thomas,employee220@asu.edu,800.0,30000,7.05,10,349.1,2022-03-07,43,20242.66,6.4,35000,2916.67,2187.5,15.96,High Burden,3.8,110.83
ASU00000221,James,Smith,employee221@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,59000,4916.67,3687.5,0.0,No Debt,9.9,486.75
ASU00000222,Michael,Martinez,employee222@asu.edu,800.0,64800,5.5,20,445.75,2022-03-29,42,52631.02,16.5,120000,10000.0,7500.0,5.94,Manageable,9.6,960.0
ASU00000223,Emily,Brown,employee223@asu.edu,800.0,30000,4.99,15,237.08,2016-08-07,111,12894.68,5.8,53000,4416.67,3312.5,7.16,Manageable,6.3,278.25
ASU00000224,Lisa,Smith,employee224@asu.edu,800.0,48800,4.99,10,517.36,2019-12-26,70,25260.12,4.2,54000,4500.0,3375.0,15.33,High Burden,2.0,90.0
ASU00000225,Jane,Davis,employee225@asu.edu,800.0,36300,4.99,10,384.84,2024-09-12,12,33298.25,9.0,44000,3666.67,2750.0,13.99,Moderate Burden,7.9,289.67
ASU00000226,Maria,Smith,employee226@asu.edu,800.0,70300,4.99,20,463.56,2016-12-14,107,38059.4,11.1,44000,3666.67,2750.0,16.86,High Burden,0.6,22.0
ASU00000227,Christopher,Williams,employee227@asu.edu,1200.0,30000,6.54,15,261.99,2020-02-23,68,18420.04,9.3,41000,3416.67,2562.5,10.22,Moderate Burden,8.3,283.58
ASU00000228,Jennifer,Thomas,employee228@asu.edu,1600.0,74100,5.28,10,796.13,2020-06-30,64,40980.99,4.7,35000,2916.67,2187.5,36.39,High Burden,3.3,96.25
ASU00000229,Robert,Brown,employee229@asu.edu,800.0,30000,6.54,10,341.25,2017-01-25,105,6709.69,1.2,41000,3416.67,2562.5,13.32,Moderate Burden,5.1,174.25
ASU00000230,David,Jackson,employee230@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,60000,5000.0,3750.0,0.0,No Debt,9.6,480.0
ASU00000231,Emily,Jackson,employee231@asu.edu,800.0,64000,6.54,10,728.01,2021-10-19,48,41286.09,6.0,35000,2916.67,2187.5,33.28,High Burden,3.0,87.5
ASU00000232,Lisa,Jackson,employee232@asu.edu,1000.0,48500,6.08,15,411.37,2023-07-31,26,41547.85,12.8,35000,2916.67,2187.5,18.81,High Burden,1.1,32.08
ASU00000233,Lisa,Davis,employee233@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,36000,3000.0,2250.0,0.0,No Debt,12.5,375.0
ASU00000234,Lisa,Garcia,employee234@asu.edu,1000.0,43000,4.99,10,455.87,2016-10-02,109,10701.61,0.9,46000,3833.33,2875.0,15.86,High Burden,3.4,130.33
ASU00000235,Lisa,Moore,employee235@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,38000,3166.67,2375.0,0.0,No Debt,6.2,196.33
ASU00000236,Sarah,Martinez,employee236@asu.edu,800.0,30200,7.05,10,351.43,2021-10-13,48,19235.38,6.0,35000,2916.67,2187.5,16.07,High Burden,0.4,11.67
ASU00000237,Jennifer,Taylor,employee237@asu.edu,800.0,48500,6.08,15,411.37,2016-09-01,110,19087.05,5.8,57000,4750.0,3562.5,11.55,Moderate Burden,3.5,166.25
ASU00000238,Jennifer,Miller,employee238@asu.edu,1000.0,51900,5.5,10,563.25,2017-08-12,99,15654.86,1.8,36000,3000.0,2250.0,25.03,High Burden,4.7,141.0
ASU00000239,James,Moore,employee239@asu.edu,800.0,58500,4.99,10,620.2,2019-06-04,77,27458.99,3.6,35000,2916.67,2187.5,28.35,High Burden,2.4,70.0
ASU00000240,Amanda,Davis,employee240@asu.edu,800.0,71900,6.08,10,801.13,2018-11-14,83,28679.04,3.1,52000,4333.33,3250.0,24.65,High Burden,4.5,195.0
ASU00000241,Maria,Johnson,employee241@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.3,183.75
ASU00000242,Daniel,Thomas,employee242@asu.edu,1600.0,30000,4.99,15,237.08,2024-07-03,15,27688.47,13.8,51000,4250.0,3187.5,7.44,Manageable,14.7,624.75
ASU00000243,Lisa,Martinez,employee243@asu.edu,800.0,30000,5.28,10,322.32,2024-04-22,17,26438.36,8.6,42000,3500.0,2625.0,12.28,Moderate Burden,8.3,290.5
ASU00000244,Robert,Moore,employee244@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,83000,6916.67,5187.5,0.0,No Debt,10.9,753.92
ASU00000245,Daniel,Anderson,employee245@asu.edu,800.0,75800,6.54,20,566.93,2019-01-17,81,45951.14,13.2,38000,3166.67,2375.0,23.87,High Burden,1.3,41.17
ASU00000246,Jennifer,Davis,employee246@asu.edu,800.0,30000,4.99,15,237.08,2019-07-23,75,18442.35,8.8,99000,8250.0,6187.5,3.83,Manageable,10.9,899.25
ASU00000247,John,Williams,employee247@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,14.0,408.33
ASU00000248,John,Miller,employee248@asu.edu,800.0,30000,7.05,10,349.1,2018-11-16,83,11166.05,3.1,35000,2916.67,2187.5,15.96,High Burden,0.9,26.25
ASU00000249,Robert,Williams,employee249@asu.edu,800.0,30000,6.08,10,334.27,2019-08-26,74,13921.61,3.8,61000,5083.33,3812.5,8.77,Moderate Burden,6.5,330.42
ASU00000250,James,Jackson,employee250@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,38000,3166.67,2375.0,0.0,No Debt,6.8,215.33
ASU00000251,Jennifer,Miller,employee251@asu.edu,1600.0,55400,6.54,10,630.18,2015-10-19,120,6245.96,0.0,41000,3416.67,2562.5,24.59,High Burden,4.7,160.58
ASU00000252,Robert,Moore,employee252@asu.edu,1500.0,74300,6.08,10,827.87,2017-09-26,97,22102.8,1.9,57000,4750.0,3562.5,23.24,High Burden,1.6,76.0
ASU00000253,Sarah,Anderson,employee253@asu.edu,800.0,38200,7.05,15,344.42,2019-04-18,78,20737.91,8.5,53000,4416.67,3312.5,10.4,Moderate Burden,9.1,401.92
ASU00000254,Christopher,Jackson,employee254@asu.edu,800.0,31000,4.99,15,244.98,2018-05-22,89,16827.91,7.6,35000,2916.67,2187.5,11.2,Moderate Burden,7.7,224.58
ASU00000255,Robert,Taylor,employee255@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,13.1,567.67
ASU00000256,Michael,Thomas,employee256@asu.edu,1000.0,30000,6.54,10,341.25,2016-03-28,115,4491.56,0.4,58000,4833.33,3625.0,9.41,Moderate Burden,3.6,174.0
ASU00000257,Daniel,Johnson,employee257@asu.edu,800.0,30000,6.54,10,341.25,2016-07-26,111,5378.81,0.8,57000,4750.0,3562.5,9.58,Moderate Burden,4.7,223.25
ASU00000258,Emily,Martinez,employee258@asu.edu,800.0,35800,6.54,10,407.23,2021-08-30,49,22829.72,5.9,72000,6000.0,4500.0,9.05,Moderate Burden,9.1,546.0
ASU00000259,Jessica,Garcia,employee259@asu.edu,1000.0,54100,7.05,15,487.78,2019-04-06,79,29052.5,8.4,50000,4166.67,3125.0,15.61,High Burden,2.4,100.0
ASU00000260,James,Williams,employee260@asu.edu,800.0,30000,5.28,10,322.32,2015-10-13,120,4859.04,0.0,61000,5083.33,3812.5,8.45,Moderate Burden,6.3,320.25
ASU00000261,Robert,Williams,employee261@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,56000,4666.67,3500.0,0.0,No Debt,8.4,392.0
ASU00000262,Jennifer,Jackson,employee262@asu.edu,800.0,34000,4.99,10,360.46,2022-09-19,37,25330.94,6.9,39000,3250.0,2437.5,14.79,Moderate Burden,6.7,217.75
ASU00000263,David,Rodriguez,employee263@asu.edu,1500.0,63900,4.99,10,677.45,2019-08-03,75,30874.31,3.8,35000,2916.67,2187.5,30.97,High Burden,2.8,81.67
ASU00000264,John,Miller,employee264@asu.edu,800.0,37600,4.99,10,398.62,2022-06-29,39,27494.98,6.8,35000,2916.67,2187.5,18.22,High Burden,2.1,61.25
ASU00000265,Michael,Jones,employee265@asu.edu,800.0,59300,4.99,10,628.68,2024-08-19,13,53987.65,8.9,40000,3333.33,2500.0,25.15,High Burden,4.8,160.0
ASU00000266,Maria,Taylor,employee266@asu.edu,1200.0,30000,4.99,10,318.05,2024-06-14,15,26899.01,8.8,35000,2916.67,2187.5,14.54,Moderate Burden,9.3,271.25
ASU00000267,Lisa,Martinez,employee267@asu.edu,800.0,39500,6.08,10,440.12,2021-07-16,51,24910.02,5.8,35000,2916.67,2187.5,20.12,High Burden,3.7,107.92
ASU00000268,Jessica,Miller,employee268@asu.edu,800.0,30000,6.54,15,261.99,2020-03-09,67,18590.34,9.4,35000,2916.67,2187.5,11.98,Moderate Burden,7.7,224.58
ASU00000269,Matthew,Rodriguez,employee269@asu.edu,800.0,30000,7.05,10,349.1,2017-10-13,97,7989.24,1.9,44000,3666.67,2750.0,12.69,Moderate Burden,3.5,128.33
ASU00000270,James,Smith,employee270@asu.edu,800.0,30000,6.08,10,334.27,2016-06-17,113,5447.87,0.6,41000,3416.67,2562.5,13.04,Moderate Burden,7.9,269.92
ASU00000271,Emily,Miller,employee271@asu.edu,1600.0,70300,7.05,15,633.84,2024-07-28,14,64532.06,13.8,39000,3250.0,2437.5,26.0,High Burden,0.2,6.5
ASU00000272,Amanda,Garcia,employee272@asu.edu,800.0,114100,5.28,15,919.03,2016-05-22,114,45999.88,5.5,76000,6333.33,4750.0,19.35,High Burden,3.5,221.67
ASU00000273,Amanda,Martinez,employee273@asu.edu,800.0,30000,5.5,10,325.58,2021-01-16,57,17937.26,5.2,35000,2916.67,2187.5,14.88,Moderate Burden,6.3,183.75
ASU00000274,Jessica,Moore,employee274@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,48000,4000.0,3000.0,0.0,No Debt,9.4,376.0
ASU00000275,Robert,Taylor,employee275@asu.edu,800.0,61700,5.28,15,496.97,2024-08-01,14,57177.57,13.8,50000,4166.67,3125.0,15.9,High Burden,1.0,41.67
ASU00000276,Sarah,Rodriguez,employee276@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,69000,5750.0,4312.5,0.0,No Debt,8.3,477.25
ASU00000277,John,Smith,employee277@asu.edu,2000.0,39800,5.5,10,431.93,2020-08-12,62,22393.22,4.8,44000,3666.67,2750.0,15.71,High Burden,2.5,91.67
ASU00000278,Jennifer,Thomas,employee278@asu.edu,800.0,67300,5.28,15,542.07,2020-03-08,67,43692.85,9.4,42000,3500.0,2625.0,20.65,High Burden,4.9,171.5
ASU00000279,John,Brown,employee279@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,14.6,425.83
ASU00000280,Maria,Rodriguez,employee280@asu.edu,800.0,39900,5.5,10,433.02,2019-11-25,71,19916.13,4.1,83000,6916.67,5187.5,8.35,Moderate Burden,3.6,249.0
ASU00000281,Sarah,Brown,employee281@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.4,186.67
ASU00000282,Lisa,Martinez,employee282@asu.edu,800.0,67800,5.28,10,728.44,2022-02-13,44,46966.62,6.3,35000,2916.67,2187.5,33.3,High Burden,1.0,29.17
ASU00000283,Jennifer,Williams,employee283@asu.edu,800.0,30000,6.08,15,254.46,2015-10-10,121,9986.72,4.9,35000,2916.67,2187.5,11.63,Moderate Burden,7.4,215.83
ASU00000284,Daniel,Rodriguez,employee284@asu.edu,1200.0,58600,7.05,10,681.91,2018-08-31,86,20481.23,2.8,55000,4583.33,3437.5,19.84,High Burden,3.8,174.17
ASU00000285,Jane,Thomas,employee285@asu.edu,1500.0,36500,5.5,10,396.12,2019-11-13,71,18219.06,4.1,41000,3416.67,2562.5,15.46,High Burden,4.3,146.92
ASU00000286,Michael,Johnson,employee286@asu.edu,800.0,31600,5.28,10,339.51,2023-02-02,32,24538.19,7.3,59000,4916.67,3687.5,9.21,Moderate Burden,9.8,481.83
ASU00000287,John,Jackson,employee287@asu.edu,1000.0,49500,7.05,10,576.01,2019-08-08,75,21419.51,3.8,35000,2916.67,2187.5,26.33,High Burden,5.0,145.83
ASU00000288,David,Brown,employee288@asu.edu,800.0,67100,6.08,15,569.13,2020-04-28,66,42684.32,9.5,35000,2916.67,2187.5,26.02,High Burden,0.1,2.92
ASU00000289,John,Jackson,employee289@asu.edu,1000.0,53500,6.54,10,608.57,2022-11-10,35,39655.03,7.1,43000,3583.33,2687.5,22.64,High Burden,1.5,53.75
ASU00000290,Jessica,Garcia,employee290@asu.edu,800.0,30000,6.08,15,254.46,2017-07-05,100,13460.1,6.7,62000,5166.67,3875.0,6.57,Manageable,6.2,320.33
ASU00000291,John,Johnson,employee291@asu.edu,800.0,30000,6.08,10,334.27,2018-06-25,88,10879.76,2.7,35000,2916.67,2187.5,15.28,High Burden,2.3,67.08
ASU00000292,James,Jackson,employee292@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,12.6,546.0
ASU00000293,John,Davis,employee293@asu.edu,800.0,30000,6.08,10,334.27,2021-05-18,53,18484.4,5.6,47000,3916.67,2937.5,11.38,Moderate Burden,6.4,250.67
ASU00000294,Jane,Davis,employee294@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,12.1,524.33
ASU00000295,Jane,Smith,employee295@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,51000,4250.0,3187.5,0.0,No Debt,8.1,344.25
ASU00000296,Lisa,Taylor,employee296@asu.edu,800.0,55200,7.05,15,497.7,2018-03-06,92,25437.54,7.3,61000,5083.33,3812.5,13.05,Moderate Burden,8.4,427.0
ASU00000297,Emily,Williams,employee297@asu.edu,800.0,51200,7.05,15,461.63,2024-02-01,20,45198.81,13.3,47000,3916.67,2937.5,15.72,High Burden,4.4,172.33
ASU00000298,Daniel,Martinez,employee298@asu.edu,800.0,30000,6.54,10,341.25,2023-01-08,33,22680.19,7.2,51000,4250.0,3187.5,10.71,Moderate Burden,6.8,289.0
ASU00000299,David,Rodriguez,employee299@asu.edu,1000.0,54700,5.28,10,587.69,2022-03-02,43,38274.06,6.4,90000,7500.0,5625.0,10.45,Moderate Burden,9.1,682.5
ASU00000300,Amanda,Jones,employee300@asu.edu,800.0,50600,5.5,10,549.14,2019-07-21,75,23829.42,3.8,35000,2916.67,2187.5,25.1,High Burden,2.6,75.83
